EquityMethodInvestmentShareProfitLossInEquityMethodInvestments: 
EquitySecuritiesFvNiMeasurementInput: 3
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod: 0
CashAndCashEquivalentsAtCarryingValue: 2,434.7
CashAndCashEquivalentsAtCarryingValue: 3,678.1
OtherAssetsCurrent: 37.6
OtherAssetsCurrent: 146.8
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent: 21.4
AssetsCurrent: 2,533.3
AssetsCurrent: 4,711.4
IntangibleAssetsNetExcludingGoodwill: 4.9
IntangibleAssetsNetExcludingGoodwill: 19.7
OperatingLeaseRightOfUseAsset: 44.8
OperatingLeaseRightOfUseAsset: 918.8
EquitySecuritiesFVNINoncurrent: 90.7
EquitySecuritiesFVNINoncurrent: 836.6
DeferredIncomeTaxAssetsNet: 7.7
DeferredIncomeTaxAssetsNet: 11.8
OtherAssetsNoncurrent: 13.4
OtherAssetsNoncurrent: 367.9
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent: 0.7
AssetsNoncurrent: 1,015.3
AssetsNoncurrent: 7,719.2
Assets: 3,548.6
Assets: 12,430.6
AccountsPayableAndAccruedLiabilitiesCurrent: 228.0
AccountsPayableAndAccruedLiabilitiesCurrent: 1,210.1
LongTermDebtCurrent: 6.1
LongTermDebtCurrent: 24.5
DeferredRevenueCurrent: 16.3
DeferredRevenueCurrent: 275.5
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent: 8.1
LiabilitiesCurrent: 264.0
LiabilitiesCurrent: 1,527.8
OperatingLeaseLiabilityNoncurrent: 30.3
OperatingLeaseLiabilityNoncurrent: 760.5
LongTermDebtNoncurrent: 4,103.2
DeferredRevenueNoncurrent: 1,302.0
OtherAccruedLiabilitiesNoncurrent: 0.6
OtherAccruedLiabilitiesNoncurrent: 143.1
LiabilitiesNoncurrent: 30.9
LiabilitiesNoncurrent: 6,308.8
Liabilities: 294.9
Liabilities: 7,836.6
AccumulatedOtherComprehensiveIncomeLossNetOfTax: 22.1
AccumulatedOtherComprehensiveIncomeLossNetOfTax: 0.1
RetainedEarningsAccumulatedDeficit: 3,218.0
RetainedEarningsAccumulatedDeficit: 3,300.5
StockholdersEquity: 3,253.7
StockholdersEquity: 4,594.0
LiabilitiesAndStockholdersEquity: 3,548.6
LiabilitiesAndStockholdersEquity: 12,430.6
Revenues: 9.8
Revenues: 91.5
Revenues: 529.8
CostOfRevenue: 19.6
CostOfRevenue: 43.7
CostOfRevenue: 166.2
OperatingIncomeLoss: 285.7
OperatingIncomeLoss: 399.6
OperatingIncomeLoss: 611.7
InvestmentIncomeInterest: 3.3
InvestmentIncomeInterest: 63.6
InvestmentIncomeInterest: 31.8
GainLossFromRevaluationOfInvestmentInEquitySecurities: 598.9
IncomeLossFromEquityMethodInvestments: 10.9
IncomeLossFromEquityMethodInvestments: 0.4
IncomeLossFromEquityMethodInvestments: 24.3
OtherNonoperatingIncomeExpense: 3.7
OtherNonoperatingIncomeExpense: 17.4
OtherNonoperatingIncomeExpense: 80.6
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 297.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 353.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 13.8
IncomeTaxExpenseBenefit: 2.0
IncomeTaxExpenseBenefit: 1.0
IncomeTaxExpenseBenefit: 4.0
IncomeLossFromContinuingOperations: 299.0
IncomeLossFromContinuingOperations: 352.0
IncomeLossFromContinuingOperations: 9.8
IncomeLossFromDiscontinuedOperationsNetOfTax: 564.9
IncomeLossFromDiscontinuedOperationsNetOfTax: 289.4
IncomeLossFromDiscontinuedOperationsNetOfTax: 72.7
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest: 24.6
NetIncomeLoss: 241.3
NetIncomeLoss: 641.4
NetIncomeLoss: 82.5
